date,count,,,date,,,date,,,,
2023/10/10,1,,,,,,,,,,
2023/9/28,1,,,,,,,,,,
2023/9/28,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/9/28,1,,,,,,,,,,
2023/9/28,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/9,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/10,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/11,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/12,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/13,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/15,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/16,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/17,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/18,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/19,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/22,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/20,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/21,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/21,1,,,,,,,,,,
2023/10/21,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/23,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/24,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/25,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/26,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/9,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/27,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/30,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/10,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/10/31,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/6,1,,,,,,,,,,
2023/11/7,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/6,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/6,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/1,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/7,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/6,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/6,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/2,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/7,1,,,,,,,,,,
2023/11/8,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/9,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/6,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/3,1,,,,,,,,,,
2023/11/6,1,,,,,,,,,,
2023/11/6,1,,,,,,,,,,
2023/11/6,1,,,,,,,,,,
